;H1-1;H1-2;H1-3;H2-1;H2-2;H2-3;H3-1;H3-2;H3-3
F7DA17;1;1;1;1;1;1;1;1;1
F7DAK8;1;1;1;1;1;1;0;0;0
F7DB59;1;1;1;1;1;1;1;1;1
F7DBE9;1;1;1;1;1;1;1;0;0
F7DBR8;1;1;0;0;1;0;0;0;0
F7DCH4;1;1;1;1;1;1;1;1;1
F7DE06;1;1;1;1;1;1;1;1;1
F7DE18;1;1;1;1;1;1;1;1;1
F7DE75;1;1;1;1;1;1;1;1;1
F7DEB1;1;1;1;1;1;1;1;1;1
F7DEN7;1;1;1;1;1;1;1;1;1
F7DF55;0;0;1;0;1;1;1;0;0
F7DFM3;1;1;1;1;1;1;1;1;1
F7DFM9;1;0;1;1;1;1;0;0;0
F7DG14;1;1;1;1;1;1;1;1;1
F7DGD6;1;1;1;1;1;1;1;1;1
F7DHW2;1;1;1;1;1;1;1;1;1
F7DIX7;1;1;1;1;1;1;1;1;1
F7DJK5;1;1;1;1;1;0;1;0;1
F7DK11;1;1;0;1;1;1;1;1;0
F7DL71;1;1;1;1;1;1;1;1;1
F7DMA1;1;1;1;1;1;1;1;1;1
F7DMJ7;1;1;1;1;1;1;1;1;1
F7DMU4;1;1;1;1;1;1;1;1;1
F7DNM6;1;1;1;1;1;1;1;1;1
F7DNT0;1;0;0;1;0;0;0;0;0
F7DNV3;1;1;1;1;1;1;0;0;0
F7DNY7;1;1;1;1;1;1;1;1;1
F7DP73;0;0;1;1;1;1;1;1;1
F7DPB3;0;0;1;1;0;0;0;0;0
F7DQB9;1;1;1;1;1;1;1;1;1
F7DQS6;1;1;1;1;1;1;1;1;1
F7DQY2;1;1;1;1;1;1;0;0;0
F7DS56;1;1;1;1;1;1;1;1;1
F7DSF7;0;1;0;0;0;1;0;0;0
F7DT73;1;1;1;1;1;1;1;1;1
F7DTB6;1;1;1;1;1;1;1;1;1
F7DTJ8;1;1;1;1;1;1;1;1;1
F7DU34;1;1;1;1;1;1;1;1;1
F7DW15;1;1;1;1;1;1;1;1;1
F7DW69;1;1;1;1;1;1;1;1;1
F7DWC8;1;1;1;1;1;1;0;0;0
F7DWN5;1;1;1;1;1;1;1;1;1
F7DX98;1;1;1;1;1;1;1;1;1
F7DXG8;1;1;1;1;1;1;1;1;1
F7DXY0;1;1;1;1;1;1;1;1;0
F7DY67;1;1;1;1;1;1;1;1;1
F7DY89;1;1;1;1;1;1;1;1;1
F7DYV8;0;1;0;0;1;1;0;0;0
F7DZE7;1;0;0;1;0;1;1;1;1
F7DZV9;1;1;1;1;1;1;1;1;1
F7E0P3;1;1;1;1;1;1;1;1;1
F7E1X2;1;1;1;1;1;1;1;1;1
F7E284;1;1;1;1;1;1;1;1;1
F7E2E0;1;1;1;1;1;1;1;1;1
F7E2J2;0;0;0;1;1;1;0;0;0
F7E3Y7;1;1;1;1;1;1;1;1;1
F7E419;1;1;1;1;1;1;1;1;1
F7E4G6;1;1;1;1;1;1;1;1;1
H9GZL8;1;1;1;1;1;1;1;1;1
H9GZM1;1;0;1;1;1;0;0;1;1
H9GZT5;1;1;1;1;1;1;1;1;1
H9GZT7;0;0;0;1;0;0;0;0;0
H9GZU8;1;1;1;1;1;1;1;1;1
H9GZW3;1;1;1;1;1;1;1;0;0
H9GZX2;1;1;1;1;1;1;1;1;1
H9H007;1;1;1;1;1;1;1;1;1
H9H036;1;1;1;1;1;1;1;1;1
H9H039;1;1;1;1;1;1;1;1;0
K9K483;1;1;1;1;1;1;1;1;1
K9K4D8;1;1;1;1;1;1;1;1;1
O19011;1;1;1;1;1;0;1;0;0
O46542;1;1;1;1;1;1;1;1;1
O77691;1;1;1;1;1;1;1;1;1
O97508;1;1;1;1;1;1;1;1;1
P00443;1;1;1;1;1;1;1;1;1
P01958;1;1;1;1;1;1;1;1;1
P02062;1;1;1;1;1;1;1;1;1
P02791;1;1;1;1;1;1;0;1;1
P04365;1;1;1;1;0;1;1;0;0
P05619;1;1;1;1;1;1;1;1;1
P08907;1;1;1;1;1;1;1;1;1
P35747;1;1;1;1;1;1;1;1;1
P38029;1;1;1;1;1;1;1;1;1
Q28372;1;1;1;1;1;1;1;1;1
Q28381;1;1;1;1;1;1;1;1;1
Q28397;0;1;1;0;0;0;1;1;1
Q2MCN2;1;1;1;1;1;1;1;1;1
Q5VI84;1;1;1;1;1;1;1;1;1
Q6EAS5;1;1;1;1;1;1;1;1;1
Q6W8P9;0;0;0;0;0;1;1;1;1
Q8HZM6;1;1;1;1;1;1;1;1;1
Q8MIP0;1;1;1;1;1;1;1;1;1
Q95M14;1;1;1;1;1;1;1;1;1
Q9TUL9;1;1;1;1;1;1;1;1;1
