;P7 VLU heel;P8 VLU heel;P9 VLU heel;P10 VLU heel;P11 VLU heel;P12 VLU heel 
Q9BW04248258;1;1;1;1;0;1
Q9BW30139151Q9BW30139151;1;1;1;1;1;0
Q9BX66899908;1;1;1;1;0;1
Q9BX66915928Q9BX66915928;1;1;0;1;1;1
Q9BX6695113Q9BX6695113;1;1;0;1;1;1
Q9BY44503520;0;1;1;1;1;1
Q9BYH8137153;1;0;1;1;1;1
Q9C075274283;1;1;1;1;0;1
Q9GZM7233241;0;1;1;1;1;1
Q9GZM73038;0;1;1;1;1;1
Q9H0U62551;0;1;1;1;1;1
Q9H223106126;1;0;1;1;1;1
Q9H2231529Q9H2231529;1;1;1;1;0;1
Q9H299815;0;1;1;1;1;1
Q9H2S56981;1;1;1;1;0;1
Q9H8L6798806;0;1;1;1;1;1
Q9H91082104;1;1;1;1;1;0
Q9HAV0181197;0;1;1;1;1;1
Q9HB40307318Q9HB40307318;1;1;0;1;1;1
Q9HBL0623635;1;1;1;1;0;1
Q9HBL0883894Q9HBL0883894;1;1;0;1;1;1
Q9NQ38561571Q9NQ38561571;0;1;1;1;1;1
Q9NQ38842850Q9NQ38842850;0;1;1;1;1;1
Q9NTK5264279;1;1;1;1;0;1
Q9NVD76781;1;1;1;1;1;0
Q9NVV03657Q9NVV03657;1;1;1;1;1;0
Q9NZN4102123;1;1;1;0;1;1
Q9NZN47587Q9NZN47587;1;1;1;0;1;1
Q9NZN47887Q9NZN47887;1;0;1;1;1;1
Q9NZN498123Q9NZN498123;1;1;1;1;0;1
Q9P0V9279299Q92599257277Q9NVA2254274Q9P0V9279299Q92599257277Q9NVA2254274Q9P0V9279299Q92599257277Q9NVA2254274;1;0;1;1;1;1
Q9P2R7285300Q9P2R7285300;1;1;1;1;0;1
Q9UBR26169;1;1;1;1;0;1
Q9UBX53647Q9UBX53647;0;1;1;1;1;1
Q9UEY8496505;1;0;1;1;1;1
Q9UFN03140;1;1;0;1;1;1
Q9UGI8125146Q9UGI8125146;1;1;1;1;0;1
Q9UHD8498512Q9UHD8498512;1;1;0;1;1;1
Q9UIL17899;1;1;0;1;1;1
Q9UJU6289299Q9UJU6289299;1;1;0;1;1;1
Q9UK59534544;1;0;1;1;1;1
Q9UKU94764;0;1;1;1;1;1
Q9UKY7107117;1;1;1;0;1;1
Q9UMD910791093;1;1;1;0;1;1
Q9UMR2409426Q9UMR2409426;1;1;1;1;0;1
Q9UMS6502520Q9UMS6502520;1;1;0;1;1;1
Q9UP833247;0;1;1;1;1;1
Q9Y262546555;1;1;1;0;1;1
Q9Y3L3487493;1;1;1;0;1;1
Q9Y490439454Q9Y490439454;1;1;1;1;1;0
Q9Y5X386103;0;1;1;1;1;1
Q9Y617619Q9Y617619;0;1;1;1;1;1
Q9Y6C2895914;0;1;1;1;1;1
Q9Y6C2918925;0;1;1;1;1;1
A0A0A0MS155871A0A0A0MS155871;1;1;1;1;1;1
A0A0B4J1V05869A0A0B4J1Y95869A0A0B4J1V05869A0A0B4J1Y95869;1;1;1;1;1;1
A0A0B4J1V08288;1;1;1;1;1;1
A0A0B4J1X55869A0A0B4J1X55869;1;1;1;1;1;1
A0A0C4DH385878A0A0C4DH385878;1;1;1;1;1;1
A0A0C4DH436071A0A0C4DH436071;1;1;1;1;1;1
A0A0C4DH682144;1;1;1;1;1;1
A0A0C4DH697283A0A0C4DH697283;1;1;1;1;1;1
A0A0C4DH727283A0A0C4DH737283P015997283A0A0C4DH727283A0A0C4DH737283P015997283;1;1;1;1;1;1
A5A3E010531072P60709353372P0CG3810531072P63261353372A5A3E010531072P60709353372P0CG3810531072P63261353372A5A3E010531072P60709353372P0CG3810531072P63261353372;1;1;1;1;1;1
A5A3E010601072P60709360372P0CG3810601072P63261360372A5A3E010601072P60709360372P0CG3810601072P63261360372A5A3E010601072P60709360372P0CG3810601072P63261360372;1;1;1;1;1;1
A5A3E010631072P60709363372P0CG3810631072P63261363372;1;1;1;1;1;1
A5A3E0729737P632673038P607092937P627363139P681333139P0CG38729737P680323139P632612937A5A3E0729737P632673038P607092937P627363139P681333139P0CG38729737P680323139P632612937;1;1;1;1;1;1
A5A3E0785795P607098595P681338797P0CG38785795P680328797P632618595A5A3E0785795P607098595P681338797P0CG38785795P680328797P632618595;1;1;1;1;1;1
A6NMZ719011907;1;1;1;1;1;1
B9A064175191A0M8Q66783B9A064175191A0M8Q66783;1;1;1;1;1;1
O00264181192;1;1;1;1;1;1
O004797490O004797490;1;1;1;1;1;1
O00571344351Q9NVP1330337Q92841322329P17844245252;1;1;1;1;1;1
O00571382394O00571382394;1;1;1;1;1;1
O00754602613;1;1;1;1;1;1
O14529761773;1;1;1;1;1;1
O145616982O145616982;1;1;1;1;1;1
O14980614;1;1;1;1;1;1
O15061456469O15061456469;1;1;1;1;1;1
O15145167178O15145167178;1;1;1;1;1;1
O15231451462;1;1;1;1;1;1
O43237466474;1;1;1;1;1;1
O43390428441O43390428441;1;1;1;1;1;1
O43390432441;1;1;1;1;1;1
O43491527541O43491527541;1;1;1;1;1;1
O43707653674O43707653674O43707653674;1;1;1;1;1;1
O43852219234;1;1;1;1;1;1
O60240458481O60240458481;1;1;1;1;1;1
O6043710621079;1;1;1;1;1;1
O6043711361145;1;1;1;1;1;1
O6043714741484O6043714741484;1;1;1;1;1;1
O60437209221O60437209221;1;1;1;1;1;1
O60437254261;1;1;1;1;1;1
O60437521537O60437521537;1;1;1;1;1;1
O60437700710O60437700710;1;1;1;1;1;1
O60437869882O60437869882;1;1;1;1;1;1
O60504344353;1;1;1;1;1;1
O60664248259O60664248259;1;1;1;1;1;1
O752513950;1;1;1;1;1;1
O7536912091219;1;1;1;1;1;1
O758282838;1;1;1;1;1;1
O759377995O759377995;1;1;1;1;1;1
O94973689708;1;1;1;1;1;1
O951711625;1;1;1;1;1;1
O951783443;1;1;1;1;1;1
O953023040;1;1;1;1;1;1
O95810400408;1;1;1;1;1;1
P003252338P003252338;1;1;1;1;1;1
P00352388395;1;1;1;1;1;1
P003526978;1;1;1;1;1;1
P003675460;1;1;1;1;1;1
P00450300310;1;1;1;1;1;1
P00450571598P00450571598P00450571598P00450571598;1;1;1;1;1;1
P00450586598;1;1;1;1;1;1
P00450661668;1;1;1;1;1;1
P00450721732P00450721732;1;1;1;1;1;1
P00558109123;1;1;1;1;1;1
P00558162171;1;1;1;1;1;1
P00734199217P00734199217;1;1;1;1;1;1
P00734206217;1;1;1;1;1;1
P00734315327P00734315327;1;1;1;1;1;1
P00734364383P00734364383P00734364383P00734364383;1;1;1;1;1;1
P00734475486;1;1;1;1;1;1
P00751235259;1;1;1;1;1;1
P00751633642;1;1;1;1;1;1
P00915218228;1;1;1;1;1;1
P00915232255P00915232255P00915232255P00915232255P00915232255;1;1;1;1;1;1
P009156677P009156677P009156677;1;1;1;1;1;1
P009182858P009182858;1;1;1;1;1;1
P01008199215P01008199215;1;1;1;1;1;1
P01009180202P01009180202P01009180202;1;1;1;1;1;1
P01009397418P01009397418P01009397418;1;1;1;1;1;1
P01011383390;1;1;1;1;1;1
P01019148157;1;1;1;1;1;1
P0102310081014;1;1;1;1;1;1
P0102310151031P0102310151031;1;1;1;1;1;1
P0102314311440;1;1;1;1;1;1
P01023165174;1;1;1;1;1;1
P01023361370P01023361370;1;1;1;1;1;1
P0102410431060P0102410431060;1;1;1;1;1;1
P0102410611072P0102410611072;1;1;1;1;1;1
P01024271281P01024271281;1;1;1;1;1;1
P01024326343;1;1;1;1;1;1
P01024371386;1;1;1;1;1;1
P01024376386;1;1;1;1;1;1
P01024447462P01024447462P01024447462;1;1;1;1;1;1
P01024535544P01024535544;1;1;1;1;1;1
P01024574592P01024574592P01024574592P01024574592;1;1;1;1;1;1
P01024640657;1;1;1;1;1;1
P01024672679P01024672679;1;1;1;1;1;1
P01024749764P01024749764;1;1;1;1;1;1
P01024827834;1;1;1;1;1;1
P01024955979P01024955979;1;1;1;1;1;1
P01024968979;1;1;1;1;1;1
P01024983999P01024983999;1;1;1;1;1;1
P01042188196P01042188196;1;1;1;1;1;1
P016191938;1;1;1;1;1;1
P018342735P018342735;1;1;1;1;1;1
P0183492104P0183492104;1;1;1;1;1;1
P01857291299P01859287295P01860338346P01857291299P01859287295P01860338346;1;1;1;1;1;1
P01871143150P01871143150;1;1;1;1;1;1
P01876283299P01876283299;1;1;1;1;1;1
P018763851P018763851;1;1;1;1;1;1
P020424264P020424264P020424264P020424264P020424264P020424264P020424264;1;1;1;1;1;1
P024613342;1;1;1;1;1;1
P02511108116;1;1;1;1;1;1
P02533126134P087279199P13645157165P19012116124Q0469595103P08779128136P02533126134P087279199P13645157165P19012116124Q0469595103P08779128136P02533126134P087279199P13645157165P19012116124Q0469595103P08779128136;1;1;1;1;1;1
P02533154165P02533154165;1;1;1;1;1;1
P02533154173P02533154173;1;1;1;1;1;1
P02533262282P02533262282P02533262282P02533262282;1;1;1;1;1;1
P02533289299Q04695258268P02533289299Q04695258268P02533289299Q04695258268P02533289299Q04695258268;1;1;1;1;1;1
P025333141P087793141P025333141P087793141P025333141P087793141;1;1;1;1;1;1
P02533366388P02533366388P02533366388P02533366388;1;1;1;1;1;1
P02533372388P02533372388;1;1;1;1;1;1
P02533418439P02533418439;1;1;1;1;1;1
P025334256P025334256;1;1;1;1;1;1
P02533450469P02533450469P02533450469P02533450469;1;1;1;1;1;1
P02533717P08779717P02533717P08779717;1;1;1;1;1;1
P02533718P08779718P02533718P08779718;1;1;1;1;1;1
P02533730P08779730P02533730P08779730P02533730P08779730P02533730P08779730P02533730P08779730;1;1;1;1;1;1
P02538149158P02538149158;1;1;1;1;1;1
P02538241260P02538241260P02538241260P02538241260P02538241260;1;1;1;1;1;1
P025383140P025383140;1;1;1;1;1;1
P02538534551P48668534551P02538534551P48668534551;1;1;1;1;1;1
P02538534559P48668534559P02538534559P48668534559;1;1;1;1;1;1
P025451225P025451225;1;1;1;1;1;1
P02545472482P02545472482P02545472482P02545472482;1;1;1;1;1;1
P02545528541P02545528541P02545528541P02545528541;1;1;1;1;1;1
P02545531541P02545531541;1;1;1;1;1;1
P02545598624;1;1;1;1;1;1
P02545628644P02545628644P02545628644;1;1;1;1;1;1
P025458289;1;1;1;1;1;1
P0254910571065P0254910571065;1;1;1;1;1;1
P0254911771190P0254911771190;1;1;1;1;1;1
P0254920802094P0254920802094;1;1;1;1;1;1
P02549257268P02549257268;1;1;1;1;1;1
P02647108124;1;1;1;1;1;1
P02647125140P02647125140P02647125140;1;1;1;1;1;1
P02647156173P02647156173P02647156173P02647156173;1;1;1;1;1;1
P02647185195P02647185195;1;1;1;1;1;1
P02647240253P02647240253;1;1;1;1;1;1
P02647240254P02647240254;1;1;1;1;1;1
P026472534P026472534;1;1;1;1;1;1
P0264796107;1;1;1;1;1;1
P02649210224P02649210224;1;1;1;1;1;1
P026493443P026493443;1;1;1;1;1;1
P026564560;1;1;1;1;1;1
P02671203216P02671203216;1;1;1;1;1;1
P02671219225;1;1;1;1;1;1
P02671259271P02671259271P02671259271P02671259271P02671259271;1;1;1;1;1;1
P02671272287P02671272287;1;1;1;1;1;1
P02671368404P02671368404P02671368404P02671368404;1;1;1;1;1;1
P02671414425P02671414425;1;1;1;1;1;1
P02671433443P02671433443;1;1;1;1;1;1
P02671444458P02671444458;1;1;1;1;1;1
P02671520547P02671520547;1;1;1;1;1;1
P02671548573P02671548573P02671548573P02671548573;1;1;1;1;1;1
P02671580591P02671580591P02671580591;1;1;1;1;1;1
P02675111124P02675111124P02675111124;1;1;1;1;1;1
P02675159172P02675159172;1;1;1;1;1;1
P02675159179P02675159179P02675159179;1;1;1;1;1;1
P02675228246P02675228246P02675228246;1;1;1;1;1;1
P02675232246P02675232246;1;1;1;1;1;1
P02675286294P02675286294;1;1;1;1;1;1
P02675317334P02675317334P02675317334;1;1;1;1;1;1
P026754553;1;1;1;1;1;1
P026755472P026755472;1;1;1;1;1;1
P026757887;1;1;1;1;1;1
P026793240P026793240P026793240;1;1;1;1;1;1
P0267996113;1;1;1;1;1;1
P02724138150;1;1;1;1;1;1
P02743140149P02743140149;1;1;1;1;1;1
P02743140165P02743140165;1;1;1;1;1;1
P02743150165P02743150165;1;1;1;1;1;1
P027437786P027437786;1;1;1;1;1;1
P027498796P027498796P027498796P027498796;1;1;1;1;1;1
P0275110411054P0275110411054;1;1;1;1;1;1
P0275114451463;1;1;1;1;1;1
P0275114451468P0275114451468P0275114451468;1;1;1;1;1;1
P0275122182240;1;1;1;1;1;1
P02751882903P02751882903;1;1;1;1;1;1
P02753172181P02753172181;1;1;1;1;1;1
P02763161167;1;1;1;1;1;1
P027652958P027652958P027652958P027652958;1;1;1;1;1;1
P027652961P027652961P027652961;1;1;1;1;1;1
P02765321337P02765321337;1;1;1;1;1;1
P02768106122P02768106122P02768106122;1;1;1;1;1;1
P02768123138P02768123138P02768123138P02768123138;1;1;1;1;1;1
P02768169184P02768169184;1;1;1;1;1;1
P02768206221P02768206221;1;1;1;1;1;1
P02768222233P02768222233;1;1;1;1;1;1
P02768341360P02768341360;1;1;1;1;1;1
P02768351360P02768351360P02768351360;1;1;1;1;1;1
P02768361372P02768361372;1;1;1;1;1;1
P02768426434P02768426434;1;1;1;1;1;1
P02768435452P02768435452P02768435452;1;1;1;1;1;1
P02768497508P02768497508;1;1;1;1;1;1
P02768546553P02768546553;1;1;1;1;1;1
P02768546556P02768546556;1;1;1;1;1;1
P02768546557P02768546557;1;1;1;1;1;1
P02768546559P02768546559;1;1;1;1;1;1
P0276892105P0276892105;1;1;1;1;1;1
P02787144162P02787144162;1;1;1;1;1;1
P02787643651P02787643651;1;1;1;1;1;1
P027941123P027941123P027941123;1;1;1;1;1;1
P040401219;1;1;1;1;1;1
P04070200211;1;1;1;1;1;1
P04075117134P04075117134;1;1;1;1;1;1
P040756169P040756169;1;1;1;1;1;1
P04083222228;1;1;1;1;1;1
P04114549558;1;1;1;1;1;1
P041812646;1;1;1;1;1;1
P042178290P042178290;1;1;1;1;1;1
P04259183207P48668183207P13647188212P04259183207P48668183207P13647188212P04259183207P48668183207P13647188212;1;1;1;1;1;1
P04259208223P02538208223P48668208223P13647213228P04259208223P02538208223P48668208223P13647213228;1;1;1;1;1;1
P042593140P486683140P042593140P486683140;1;1;1;1;1;1
P042593440P486683440;1;1;1;1;1;1
P04259376386P02538376386P48668376386P04259376386P02538376386P48668376386P04259376386P02538376386P48668376386;1;1;1;1;1;1
P04259516533P02538516533P04259516533P02538516533;1;1;1;1;1;1
P04259534559P04259534559;1;1;1;1;1;1
P042596069P025386069P486686069P042596069P025386069P486686069;1;1;1;1;1;1
P042597086P025387086P486687086P042597086P025387086P486687086;1;1;1;1;1;1
P042641329P042641329P042641329;1;1;1;1;1;1
P04264148179P04264148179P04264148179P04264148179;1;1;1;1;1;1
P04264156179P04264156179P04264156179P04264156179;1;1;1;1;1;1
P042641829P042641829;1;1;1;1;1;1
P04264200223P04264200223P04264200223;1;1;1;1;1;1
P04264224234P04264224234;1;1;1;1;1;1
P04264393403P04264393403P04264393403P04264393403P04264393403;1;1;1;1;1;1
P04264408432P04264408432P04264408432P04264408432;1;1;1;1;1;1
P04264484492P04264484492P04264484492;1;1;1;1;1;1
P04264519549P04264519549;1;1;1;1;1;1
P042646682P042646682;1;1;1;1;1;1
P043506377P683716377P043506377P683716377;1;1;1;1;1;1
P04406238248;1;1;1;1;1;1
P046328899;1;1;1;1;1;1
P04792128136;1;1;1;1;1;1
P047922837P047922837P047922837;1;1;1;1;1;1
P047928089P047928089P047928089;1;1;1;1;1;1
P048432538;1;1;1;1;1;1
P04921102123;1;1;1;1;1;1
P052046590;1;1;1;1;1;1
P0599797109;1;1;1;1;1;1
P06396132142P06396132142P06396132142;1;1;1;1;1;1
P06396423451P06396423451;1;1;1;1;1;1
P06396429451P06396429451;1;1;1;1;1;1
P06396434451P06396434451;1;1;1;1;1;1
P06396470481;1;1;1;1;1;1
P06396486525P06396486525P06396486525P06396486525;1;1;1;1;1;1
P06396604623P06396604623;1;1;1;1;1;1
P06576377387;1;1;1;1;1;1
P065764762;1;1;1;1;1;1
P06733169179P06733169179;1;1;1;1;1;1
P06733308327P06733308327;1;1;1;1;1;1
P07225102111P07225102111;1;1;1;1;1;1
P07339169176;1;1;1;1;1;1
P07355221231P07355221231;1;1;1;1;1;1
P07355239245;1;1;1;1;1;1
P073552537P073552537;1;1;1;1;1;1
P073552937P073552937;1;1;1;1;1;1
P073556977P073556977;1;1;1;1;1;1
P07384553567P07384553567;1;1;1;1;1;1
P074371546P074371546;1;1;1;1;1;1
P07437426444;1;1;1;1;1;1
P07585109133P07585109133P07585109133;1;1;1;1;1;1
P07585143156P07585143156;1;1;1;1;1;1
P07585157166P07585157166P07585157166;1;1;1;1;1;1
P07585171206P07585171206P07585171206P07585171206P07585171206;1;1;1;1;1;1
P07585325345P07585325345P07585325345;1;1;1;1;1;1
P075853544P075853544;1;1;1;1;1;1
P075853557;1;1;1;1;1;1
P077378089;1;1;1;1;1;1
P078587987;1;1;1;1;1;1
P07900667687;1;1;1;1;1;1
P079191434P079191434;1;1;1;1;1;1
P079544551;1;1;1;1;1;1
P079983959P079983959P079983959;1;1;1;1;1;1
P0812310541067P0812310541067;1;1;1;1;1;1
P0812310681080P0812310681080P0812310681080;1;1;1;1;1;1
P08123976996;1;1;1;1;1;1
P082944052P082944052;1;1;1;1;1;1
P082946477;1;1;1;1;1;1
P08311123131P08311123131P08311123131;1;1;1;1;1;1
P085593045P085593045;1;1;1;1;1;1
P08572173179;1;1;1;1;1;1
P085748599;1;1;1;1;1;1
P086701423P086701423P086701423P086701423;1;1;1;1;1;1
P08670160170P08670160170P08670160170P08670160170;1;1;1;1;1;1
P08670208217P08670208217P08670208217P08670208217;1;1;1;1;1;1
P08670274282P08670274282;1;1;1;1;1;1
P08670274283;1;1;1;1;1;1
P08670274295P08670274295P08670274295;1;1;1;1;1;1
P08670274304P08670274304P08670274304P08670274304P08670274304;1;1;1;1;1;1
P08670296310P08670296310P08670296310;1;1;1;1;1;1
P08670311320P08670311320P08670311320;1;1;1;1;1;1
P08670322342P08670322342P08670322342P08670322342;1;1;1;1;1;1
P08670325342P08670325342;1;1;1;1;1;1
P08670352364;1;1;1;1;1;1
P086703750P086703750;1;1;1;1;1;1
P08670425437P08670425437P08670425437;1;1;1;1;1;1
P08670425440P08670425440P08670425440;1;1;1;1;1;1
P08670441450P08670441450;1;1;1;1;1;1
P08670451466P08670451466P08670451466P08670451466;1;1;1;1;1;1
P08670512;1;1;1;1;1;1
P086705164P086705164;1;1;1;1;1;1
P0867079100P0867079100P0867079100;1;1;1;1;1;1
P087297886;1;1;1;1;1;1
P0872989110P0872989110;1;1;1;1;1;1
P087585163P087585163;1;1;1;1;1;1
P08779156167P08779156167;1;1;1;1;1;1
P08779156175P08779156175;1;1;1;1;1;1
P08779182196P08779182196P08779182196;1;1;1;1;1;1
P08779204213P08779204213;1;1;1;1;1;1
P08779442453P08779442453;1;1;1;1;1;1
P08779454467P08779454467;1;1;1;1;1;1
P08779454472P08779454472;1;1;1;1;1;1
P08779454473P08779454473;1;1;1;1;1;1
P091102744;1;1;1;1;1;1
P09382121135P09382121135;1;1;1;1;1;1
P09496150162P09496150162;1;1;1;1;1;1
P095259196;1;1;1;1;1;1
P09651337352P09651337352;1;1;1;1;1;1
P09651353370P09651353370;1;1;1;1;1;1
P09972117134;1;1;1;1;1;1
P0C0L411571167P0C0L511571167;1;1;1;1;1;1
P0C0L412921300P0C0L512921300P0C0L412921300P0C0L512921300;1;1;1;1;1;1
P0C0L414541465P0C0L514541465P0C0L414541465P0C0L514541465;1;1;1;1;1;1
P0C0L415261533P0C0L515261533;1;1;1;1;1;1
P0C0L4757775P0C0L5757775P0C0L4757775P0C0L5757775;1;1;1;1;1;1
P0C0L4957979P0C0L5957979P0C0L4957979P0C0L5957979P0C0L4957979P0C0L5957979P0C0L4957979P0C0L5957979P0C0L4957979P0C0L5957979;1;1;1;1;1;1
P0C0L49801005P0C0L59801005P0C0L49801005P0C0L59801005;1;1;1;1;1;1
P0C0L511991210P0C0L511991210;1;1;1;1;1;1
P0DMV9135155;1;1;1;1;1;1
P0DMV9156171P34931158173P0DMV9156171P34931158173;1;1;1;1;1;1
P10253812819;1;1;1;1;1;1
P106063249;1;1;1;1;1;1
P10909263276;1;1;1;1;1;1
P11021182197P11021182197;1;1;1;1;1;1
P110214049P110214049;1;1;1;1;1;1
P11142156171P11142156171;1;1;1;1;1;1
P11142429447P0DMV9429447P34931431449P11142429447P0DMV9429447P34931431449P11142429447P0DMV9429447P34931431449;1;1;1;1;1;1
P11142432447P0DMV9432447P34931434449;1;1;1;1;1;1
P11277417425Q01082417425P11277417425Q01082417425;1;1;1;1;1;1
P12109666677P12109666677P12109666677;1;1;1;1;1;1
P12109703711P12109703711;1;1;1;1;1;1
P12109825850P12109825850P12109825850;1;1;1;1;1;1
P12109834850P12109834850;1;1;1;1;1;1
P12109898925P12109898925;1;1;1;1;1;1
P12109939964P12109939964P12109939964;1;1;1;1;1;1
P121099991005;1;1;1;1;1;1
P12110203213P12110203213;1;1;1;1;1;1
P12110223233P12110223233;1;1;1;1;1;1
P12110666680P12110666680;1;1;1;1;1;1
P12110837843Q1411212141220;1;1;1;1;1;1
P12110911930;1;1;1;1;1;1
P1211096115P1211096115;1;1;1;1;1;1
P12110975993P12110975993;1;1;1;1;1;1
P1211110151041P1211110151041;1;1;1;1;1;1
P1211110191041;1;1;1;1;1;1
P1211110971117P1211110971117;1;1;1;1;1;1
P1211111761192;1;1;1;1;1;1
P1211111931204P1211111931204;1;1;1;1;1;1
P1211112161232P1211112161232;1;1;1;1;1;1
P1211112361252;1;1;1;1;1;1
P1211112621270;1;1;1;1;1;1
P1211112851301P1211112851301;1;1;1;1;1;1
P1211112901301P1211112901301P1211112901301;1;1;1;1;1;1
P1211113091321P1211113091321P1211113091321P1211113091321;1;1;1;1;1;1
P1211114121424P1211114121424;1;1;1;1;1;1
P1211114811494P1211114811494;1;1;1;1;1;1
P1211115651576P1211115651576;1;1;1;1;1;1
P1211115811591P1211115811591;1;1;1;1;1;1
P1211116011608P1211116011608;1;1;1;1;1;1
P1211117011709;1;1;1;1;1;1
P1211117011711P1211117011711;1;1;1;1;1;1
P1211117011715P1211117011715P1211117011715;1;1;1;1;1;1
P1211117491769P1211117491769;1;1;1;1;1;1
P1211118871915P1211118871915P1211118871915P1211118871915P1211118871915P1211118871915;1;1;1;1;1;1
P1211119021915P1211119021915P1211119021915;1;1;1;1;1;1
P1211119241938P1211119241938P1211119241938;1;1;1;1;1;1
P1211119391964P1211119391964;1;1;1;1;1;1
P1211124062420P1211124062420P1211124062420P1211124062420;1;1;1;1;1;1
P1211125502572P1211125502572;1;1;1;1;1;1
P1211126482663P1211126482663;1;1;1;1;1;1
P1211126882704P1211126882704;1;1;1;1;1;1
P1211127222734;1;1;1;1;1;1
P1211127962811;1;1;1;1;1;1
P12111490506P12111490506;1;1;1;1;1;1
P12111499506;1;1;1;1;1;1
P12111525533P12111525533;1;1;1;1;1;1
P12111581609P12111581609P12111581609P12111581609;1;1;1;1;1;1
P12111820836P12111820836;1;1;1;1;1;1
P122778696;1;1;1;1;1;1
P12814247261O43707266280;1;1;1;1;1;1
P12814401418P12814401418;1;1;1;1;1;1
P12814593608P12814593608P12814593608;1;1;1;1;1;1
P130732341P130732341;1;1;1;1;1;1
P13639731739;1;1;1;1;1;1
P136451635P136451635P136451635;1;1;1;1;1;1
P13645246257P13646202213Q7Z3Y8185196P13645246257P13646202213Q7Z3Y8185196P13645246257P13646202213Q7Z3Y8185196P13645246257P13646202213Q7Z3Y8185196;1;1;1;1;1;1
P13645296322P13645296322P13645296322P13645296322P13645296322P13645296322P13645296322P13645296322P13645296322;1;1;1;1;1;1
P136453647P136453647;1;1;1;1;1;1
P136453652P136453652;1;1;1;1;1;1
P136453657P136453657;1;1;1;1;1;1
P136453659P136453659P136453659;1;1;1;1;1;1
P13645400422P13645400422;1;1;1;1;1;1
P13645428441P13645428441P13645428441;1;1;1;1;1;1
P13645451464P13645451464P13645451464;1;1;1;1;1;1
P13645515P13645515;1;1;1;1;1;1
P136455359;1;1;1;1;1;1
P13645568583P13645568583;1;1;1;1;1;1
P136456086P136456086;1;1;1;1;1;1
P13647136163P13647136163P13647136163P13647136163;1;1;1;1;1;1
P13647144163P13647144163P13647144163;1;1;1;1;1;1
P13647155163P13647155163;1;1;1;1;1;1
P136471629P136471629P136471629;1;1;1;1;1;1
P136473037P136473037;1;1;1;1;1;1
P13647343352;1;1;1;1;1;1
P136473848;1;1;1;1;1;1
P136474963P136474963;1;1;1;1;1;1
P13647534559P13647534559;1;1;1;1;1;1
P13647578585;1;1;1;1;1;1
P136476473P136476473P136476473;1;1;1;1;1;1
P136477484P136477484;1;1;1;1;1;1
P136931521;1;1;1;1;1;1
P137987989;1;1;1;1;1;1
P138615770P138615770;1;1;1;1;1;1
P14317308318;1;1;1;1;1;1
P14543108123P14543108123;1;1;1;1;1;1
P14543424433;1;1;1;1;1;1
P14543519536P14543519536;1;1;1;1;1;1
P14618493500;1;1;1;1;1;1
P146188492;1;1;1;1;1;1
P148663346P148663346;1;1;1;1;1;1
P14923103115;1;1;1;1;1;1
P14923125142P14923125142;1;1;1;1;1;1
P149235281P149235281;1;1;1;1;1;1
P149236281;1;1;1;1;1;1
P14923645651P35222655661;1;1;1;1;1;1
P15088243252P15088243252;1;1;1;1;1;1
P15088264273;1;1;1;1;1;1
P15311500509;1;1;1;1;1;1
P15924130141P15924130141P15924130141;1;1;1;1;1;1
P1592415711579P1592415711579;1;1;1;1;1;1
P1592416671679P1592416671679;1;1;1;1;1;1
P1592416671681P1592416671681;1;1;1;1;1;1
P1592417821797P1592417821797;1;1;1;1;1;1
P1592418061812;1;1;1;1;1;1
P1592422152229P1592422152229;1;1;1;1;1;1
P15924271281P15924271281;1;1;1;1;1;1
P159242839P159242839;1;1;1;1;1;1
P15924969982P15924969982;1;1;1;1;1;1
P1615717631775;1;1;1;1;1;1
P16989144169P16989144169;1;1;1;1;1;1
P170967481;1;1;1;1;1;1
P17655265283P17655265283;1;1;1;1;1;1
P17661106118P08670101113P17661106118P08670101113P17661106118P08670101113P17661106118P08670101113P17661106118P08670101113;1;1;1;1;1;1
P176611737P176611737;1;1;1;1;1;1
P17661316325P17661316325;1;1;1;1;1;1
P17661332347P17661332347P17661332347;1;1;1;1;1;1
P176615970P176615970;1;1;1;1;1;1
P17931119129P17931119129P17931119129;1;1;1;1;1;1
P17931133144;1;1;1;1;1;1
P17931187198P17931187198;1;1;1;1;1;1
P1798097117;1;1;1;1;1;1
P18206238246P18206238246;1;1;1;1;1;1
P18206301318P18206301318;1;1;1;1;1;1
P18206600622;1;1;1;1;1;1
P18206609629;1;1;1;1;1;1
P18669167180;1;1;1;1;1;1
P18669231240;1;1;1;1;1;1
P188593348P188593348;1;1;1;1;1;1
P188595573P188595573;1;1;1;1;1;1
P19012203213P19012203213P19012203213P19012203213;1;1;1;1;1;1
P190125465;1;1;1;1;1;1
P19012619P19012619;1;1;1;1;1;1
P19823626638;1;1;1;1;1;1
P198237484;1;1;1;1;1;1
P19827161170;1;1;1;1;1;1
P198274254P198274254;1;1;1;1;1;1
P206748194P206748194;1;1;1;1;1;1
P20700235250P20700235250;1;1;1;1;1;1
P20774218237P20774218237;1;1;1;1;1;1
P20810270279;1;1;1;1;1;1
P20810302310P20810302310P20810302310;1;1;1;1;1;1
P20908389410;1;1;1;1;1;1
P20908436449P20908436449;1;1;1;1;1;1
P20908536554P20908536554;1;1;1;1;1;1
P209301114113317621781241124303383340237073726P209301114113317621781241124303383340237073726;1;1;1;1;1;1
P2093017011712;1;1;1;1;1;1
