;P7 VLU heel;P8 VLU heel;P9 VLU heel;P10 VLU heel;P11 VLU heel;P12 VLU heel 
Q8IUX7757767;0;1;0;1;0;0
Q8IVF2440448;0;1;0;1;0;0
Q8IVF256555671;0;0;0;1;0;1
Q8IW753242;0;1;0;0;0;1
Q8IXL72736;0;1;0;0;0;1
Q8IZ733650;1;0;0;0;1;0
Q8N163656674;0;0;1;0;0;1
Q8N1G4292306;0;1;1;0;0;0
Q8N1N4395414;0;0;0;1;1;0
Q8N2S1268276;0;1;1;0;0;0
Q8N4743950;1;1;0;0;0;0
Q8N4C8955981;0;1;1;0;0;0
Q8N573616624;0;1;0;0;0;1
Q8NBV8123135;1;0;0;0;0;1
Q8NE71270294;0;1;1;0;0;0
Q8NGQ15365;0;1;0;0;0;1
Q8TCD5139150;0;1;0;0;1;0
Q8WVV4129137;0;1;0;0;0;1
Q8WW597987;0;0;0;0;1;1
Q927433040;0;1;0;0;0;1
Q92820271280;0;0;0;0;1;1
Q92841656670;0;1;0;0;0;1
Q9294588110;0;1;0;0;0;1
Q92973327346;0;1;1;0;0;0
Q96C903052;0;1;0;0;0;1
Q96D15192201;1;1;0;0;0;0
Q96EA4418428;1;0;0;0;0;1
Q96HC4391407;0;0;0;1;0;1
Q96JQ0328335Q16891359366;0;0;0;0;1;1
Q96KP4425453;1;1;0;0;0;0
Q96MC2209219;0;0;1;0;0;1
Q96P63256274Q96P63256274;0;1;1;0;0;0
Q96PZ0135147;0;1;1;0;0;0
Q96Q0611041117;1;0;0;0;0;1
Q96RP93647;1;0;0;0;0;1
Q96TA1594616;1;0;0;0;0;1
Q99439921;1;0;1;0;0;0
Q9969834343446;1;0;1;0;0;0
Q9971510621077;0;1;1;0;0;0
Q9971513451366;0;0;0;0;1;1
Q9971518251834;0;1;0;0;0;1
Q9971519691987;0;1;0;0;0;1
Q9971520082021;0;1;0;0;0;1
Q9971523822395;0;1;0;1;0;0
Q99715798814;0;0;0;0;1;1
Q99715897905;0;0;0;0;1;1
Q997986684;0;1;0;0;0;1
Q997987284;1;1;0;0;0;0
Q99829421432;0;0;0;1;0;1
Q99944248258;0;0;0;1;0;1
Q99961216227;1;1;0;0;0;0
Q9BPX51949;0;0;1;0;0;1
Q9BRK58397;1;0;0;0;0;1
Q9BRP8116132;1;0;0;1;0;0
Q9BSJ810101020;0;1;0;0;0;1
Q9BSJ8928955;0;0;0;1;1;0
Q9BSN7138158;0;0;1;1;0;0
Q9BTV4123131;0;1;0;0;0;1
Q9BUB7247255;0;1;0;0;0;1
Q9BUB78293;0;1;0;0;0;1
Q9BUJ2143165;0;1;0;1;0;0
Q9BV793142;1;0;0;0;1;0
Q9BXP5182198;0;0;1;1;0;0
Q9BZG8720;0;0;0;1;0;1
Q9GZM7421434;0;1;1;0;0;0
Q9GZZ94455;0;1;0;0;0;1
Q9H1K0491509;0;1;0;1;0;0
Q9H2467587Q9H2467587;1;0;1;0;0;0
Q9H2993651;0;1;0;1;0;0
Q9H2G2812824;1;0;0;1;0;0
Q9H3Q1146165;0;0;1;1;0;0
Q9H3U14562;0;1;0;0;0;1
Q9H3U5169182;0;0;1;1;0;0
Q9H3U7185192;0;0;0;0;1;1
Q9H3U7198204;0;0;0;1;1;0
Q9H425278293;0;0;0;1;1;0
Q9H8L6597605;0;1;0;1;0;0
Q9H8L6615638;0;1;1;0;0;0
Q9H910137146;0;1;0;0;1;0
Q9HBL014781488;0;1;0;0;0;1
Q9HC38105116;1;0;0;0;0;1
Q9HCB6744756;0;1;1;0;0;0
Q9HCC8371381;0;1;0;1;0;0
Q9HCC9653664;0;0;1;1;0;0
Q9NQ38626637;1;0;0;0;1;0
Q9NQ38762778;0;0;1;1;0;0
Q9NR12176195;1;0;0;0;0;1
Q9NSB2447466;0;0;0;1;1;0
Q9NSB4129139;1;0;0;0;0;1
Q9NVA25879;0;1;0;1;0;0
Q9NW64236249;0;1;0;0;0;1
Q9NWB6118132Q9NWB6118132;0;1;0;0;0;1
Q9NX635464;0;1;0;0;0;1
Q9NYC9568582;1;0;0;1;0;0
Q9NYF8893914;0;0;0;1;0;1
Q9NYL93451;0;1;1;0;0;0
Q9NYL93751;0;1;1;0;0;0
Q9NZD45463;1;0;0;0;0;1
Q9NZN4399425Q9NZN4399425;0;1;0;0;0;1
Q9NZT16777;0;1;1;0;0;0
Q9UBC2416430;1;1;0;0;0;0
Q9UBQ73547;0;1;0;0;0;1
Q9UBW8127142Q9UBW8127142;1;0;0;1;0;0
Q9UEW397112;0;0;0;1;0;1
Q9UEY8447456;0;1;0;0;1;0
Q9UGM51934;1;0;1;0;0;0
Q9UHB6336344;0;0;0;1;0;1
Q9UHD86276;1;0;0;0;0;1
Q9UHQ9223232;0;1;0;0;0;1
Q9UI08108123;1;0;0;0;0;1
Q9UK763143;1;0;0;0;0;1
Q9UKV3513524;0;1;0;0;0;1
Q9UKV36076;0;0;0;1;1;0
Q9ULV4227239;0;0;0;1;0;1
Q9UMS6327340;0;0;0;1;0;1
Q9UMS6481498;0;1;0;1;0;0
Q9UMX0178206;1;0;0;1;0;0
Q9UMX0207221Q9UHD9203217;0;1;0;0;0;1
Q9UMX58998;0;1;0;1;0;0
Q9UN86380387;0;1;0;1;0;0
Q9UNF0268275;1;1;0;0;0;0
Q9UNF1182203;0;0;1;1;0;0
Q9UQE7229236;0;1;0;0;0;1
Q9Y2D0268276;0;1;0;0;0;1
Q9Y2T3314;0;0;0;1;0;1
Q9Y2W1796813;0;1;0;1;0;0
Q9Y337224238;0;0;1;0;0;1
Q9Y3373059Q9Y3373059;0;0;1;0;0;1
Q9Y3F4110125;0;1;0;1;0;0
Q9Y3F4281290;0;1;0;0;0;1
Q9Y3Z3298305;1;0;0;0;0;1
Q9Y446429439;0;0;1;0;0;1
Q9Y49013181340;0;1;0;0;0;1
Q9Y49014451469;1;0;0;0;0;1
Q9Y5X1302318;0;1;0;0;0;1
Q9Y697129140;0;1;1;0;0;0
Q9Y6N5243253;0;1;0;0;1;0
A0A087WW873044A0A075B6P53044;1;1;0;0;0;1
A0A0C4DH552841P044332538A0A0C4DH252538;0;1;0;0;1;1
A5A3E010561072P60709356372P0CG3810561072P63261356372A5A3E010561072P60709356372P0CG3810561072P63261356372;0;1;0;1;0;1
A6NMZ7667678;0;1;0;0;1;1
A6NMZ7778786;0;1;0;0;1;1
A8K2U0716730;1;0;1;0;1;0
O00159118125;0;1;0;0;1;1
O00159916930;0;1;0;1;0;1
O14745121138;1;1;1;0;0;0
O14777318337;0;0;1;1;0;1
O148283647;0;1;0;1;0;1
O14950108124P19105107123;0;1;0;1;0;1
O14974702713;1;1;0;0;1;0
O1502012371250;0;1;1;0;0;1
O1506114061420O1506114061420;1;1;0;1;0;0
O1506114761487;0;1;0;0;1;1
O15061598609;1;0;0;0;1;1
O15061893912;1;1;0;1;0;0
O151562939;0;1;1;1;0;0
O153051221;0;1;1;0;0;1
O155112547;0;0;1;1;1;0
O431816575;0;0;0;1;1;1
O43390137145O60506134142;0;1;1;0;0;1
O433991934;1;1;1;0;0;0
O433996572O433996572;0;1;1;0;0;1
O434913960;0;1;0;0;1;1
O436708193;0;1;0;1;0;1
O43776414425;1;1;0;0;0;1
O43824415440;0;1;1;1;0;0
O60237411417;0;0;0;1;1;1
O60240458489;1;0;0;1;0;1
O60264663680;0;1;1;0;0;1
O6043710681079;0;1;0;1;0;1
O6043715731580O6043715731580;0;1;1;0;0;1
O60437925934;0;0;0;1;1;1
O60493104118;1;0;1;0;0;1
O60504502514;1;1;0;1;0;0
O60524850870;0;0;1;0;1;1
O60716898910;0;1;0;1;0;1
O60784374381;0;0;0;1;1;1
O750694962;1;1;1;0;0;0
O75083298306;1;1;1;0;0;0
O75083349370O75083349370;0;1;0;1;1;0
O75112252265;1;1;0;1;0;0
O7533910751085;0;1;0;1;0;1
O75339590606;0;1;0;0;1;1
O75339885900O75339885900O75339885900;0;1;0;1;0;1
O7536914021412;0;1;0;0;1;1
O7536920762094;0;1;0;1;0;1
O75436252262;0;1;0;1;0;1
O754394459;0;0;1;1;0;1
O758222026;1;1;0;1;0;0
O75884134152;0;1;1;0;0;1
O75937191204O75937191204;0;1;0;1;0;1
O949013050;0;1;0;1;0;1
O951692943;0;0;1;1;0;1
O953361329;0;1;0;1;0;1
O95372722;1;1;1;0;0;0
O95400252268;0;1;0;0;1;1
O95400940;0;1;0;1;0;1
O95678210218;1;1;0;0;0;1
O95810395408O95810395408;1;0;1;0;0;1
P00325112121P00326112121;1;1;0;0;0;1
P00450232258P00450232258;0;1;0;1;0;1
P00450571584;0;1;1;0;0;1
P005053053;0;0;1;1;0;1
P00734364377;1;1;1;0;0;0
P007485663;1;1;0;1;0;0
P00751239259;1;1;0;0;0;1
P00918212226;1;1;0;0;0;1
P01023525539;0;1;0;1;0;1
P0102410131042P0102410131042;0;0;1;1;0;1
P01024331343;1;0;0;1;0;1
P01024683691;0;1;0;1;0;1
P01024988999;1;0;1;0;0;1
P01042150161;1;0;0;0;1;1
P01591141159;0;1;0;0;1;1
P017171738;1;1;0;0;0;1
P017217081P017217081;1;1;1;0;0;0
P01871378391;0;1;0;0;1;1
P01876247253P01877234240;1;0;0;0;1;1
P02452103120;1;1;0;1;0;0
P0245212191225;0;1;0;1;0;1
P0245212361246;0;1;1;1;0;0
P0245213911399;0;1;1;0;1;0
P0246110551064P0245210571066;0;0;0;1;1;1
P02533180194P02533180194;1;1;0;0;1;0
P02538139158P02538139158;1;1;0;0;0;1
P02538357369O95678343355P48668357369P02538357369O95678343355P48668357369;0;1;1;0;0;1
P02549892916P02549892916P02549892916;1;0;1;0;0;1
P02647228239;1;1;0;0;0;1
P02647240251;1;0;1;0;0;1
P02671278287;0;1;0;0;1;1
P02671492510P02671492510;1;1;1;0;0;0
P02671501510;1;0;1;0;0;1
P027431832P027431832;1;0;0;1;0;1
P027493258;0;1;0;1;0;1
P0275114451465;0;1;0;1;0;1
P0275118301844;0;1;1;0;0;1
P0275122282240;0;1;1;1;0;0
P02751616644P02751616644;0;1;1;0;0;1
P02751926938;1;1;1;0;0;0
P027606985;0;1;0;0;1;1
P02766115123;0;1;0;1;0;1
P02768116138;1;1;0;1;0;0
P02768253281P02768253281;0;1;0;0;1;1
P02768261281;1;1;0;0;1;0
P02787105132P02787105132;0;1;0;1;0;1
P02787526541;0;0;1;1;1;0
P04040437444;1;0;1;0;0;1
P040405666;1;0;1;1;0;0
P04083182188;0;1;1;1;0;0
P04181210217;0;1;1;0;0;1
P04217300319;1;1;0;1;0;0
P04217377391;0;1;1;1;0;0
P04217410417;0;1;1;0;0;1
P04264313343P04264313343;0;0;1;1;0;1
P04264603616;0;0;1;1;0;1
P042711221;1;0;0;0;1;1
P04275764782;0;1;0;1;0;1
P046326884;0;0;1;1;1;0
P046327284;1;1;1;0;0;0
P05091261268;0;0;1;0;1;1
P05164164174;0;0;1;1;0;1
P05164560569;0;1;0;0;1;1
P05455254266;0;1;0;1;0;1
P057877388;0;1;0;1;0;1
P05997202221P05997202221;0;0;1;0;1;1
P063963343;1;1;0;0;0;1
P06396410419;0;0;1;1;0;1
P06396426451;1;0;1;1;0;0
P06396540553;0;1;0;1;0;1
P065767691;0;1;1;0;0;1
P067031422;0;1;1;0;0;1
P067277390;1;0;1;1;0;0
P06748207221;1;0;0;1;0;1
P06756680688;0;1;1;0;0;1
P07237289300;0;0;1;1;0;1
P07339196205;1;0;0;1;1;0
P07339302309;0;1;0;1;1;0
P073551037;1;0;1;0;0;1
P07357460469;1;1;0;0;0;1
P07360101111;1;1;0;1;0;0
P07437423444;0;1;0;1;0;1
P07585180206;0;1;0;0;1;1
P07602405421;0;0;0;1;1;1
P07741102122P07741102122;0;1;1;0;0;1
P07900613620P08238605612P07900613620P08238605612;1;1;0;1;0;0
P07900677687;0;1;1;0;0;1
P079516190;0;1;0;0;1;1
P08123333342;1;1;1;0;0;0
P08133216231;1;0;0;1;0;1
P08238214221;1;0;1;0;0;1
P08621415437P08621415437;0;0;0;1;1;1
P08670246270;1;1;0;0;0;1
P08758277285P08758277285;0;0;0;1;1;1
P0886591102P0886591102;0;1;0;1;1;0
P094293948;0;1;1;0;1;0
P09493147160;1;1;0;1;0;0
P09493171178;1;0;1;0;0;1
P09496199213;0;1;1;1;0;0
P0949695102;0;1;1;1;0;0
P09525173200P09525173200;0;0;1;0;1;1
P098716881;0;1;0;0;1;1
P09874870878;0;1;1;0;0;1
P0C0L4112123P0C0L5112123;1;0;1;0;0;1
P0C0L4143155P0C0L5143155;1;1;0;0;0;1
P0C0L43848P0C0L53848;1;1;0;0;0;1
P0C0L4463484P0C0L5463484;1;0;1;0;0;1
P0DMV9526533P34931528535;0;1;0;1;0;1
P0DMV9612641;0;0;1;0;1;1
P10636623;0;1;0;1;1;0
P10809107121;0;1;0;1;1;0
P10909131138;0;0;1;1;1;0
P11047520527;0;1;0;1;0;1
P11171522533;1;0;0;1;0;1
P111826277;1;0;0;1;0;1
P1127714401459;1;1;1;0;0;0
P11940507518;1;0;0;1;0;1
P12081337362;0;1;1;0;1;0
P121094051;0;1;0;1;0;1
P12110593599;0;0;1;0;1;1
P12110986993;0;1;0;1;0;1
P1211114091424;0;0;1;0;1;1
P1211116711700;0;0;1;0;1;1
P1211117011708;0;0;1;0;1;1
P1211118281847;1;1;0;1;0;0
P1211125312545;1;0;0;1;0;1
P12111376386;1;0;0;0;1;1
P121114459;0;1;1;1;0;0
P12111596609;1;1;1;0;0;0
P12111684707P12111684707;0;0;1;0;1;1
P12111700707;1;1;1;0;0;0
P12111728738;0;1;1;0;0;1
P12111944951P12111944951;1;1;0;0;0;1
P12814339346O43707358365;0;1;0;1;0;1
P12814521;0;1;0;0;1;1
P128146876O437078795Q010829199;1;1;0;0;0;1
P12956104115;1;1;1;0;0;0
P13010577599;0;1;1;0;0;1
P13611254276;0;1;1;1;0;0
P13611262276P13611262276;0;1;1;1;0;0
P13639357368;0;1;1;1;0;0
P13645378399;1;1;1;0;0;0
P136473348;1;1;0;1;0;0
P13796165178P13797168181;0;1;1;0;0;1
P137982344;0;0;1;1;1;0
P14317243250;0;1;1;0;1;0
P1454311201132;0;1;0;0;1;1
P14543158168;0;1;0;0;1;1
P14543337349;0;0;1;1;1;0
P14543575587;0;1;1;0;0;1
P14543643650;1;1;1;0;0;0
P14543652661;0;1;0;1;0;1
P145439861004;0;0;1;1;0;1
P145503642;1;1;1;0;0;0
P145552027;1;1;0;0;1;0
P146186273;1;0;0;1;0;1
P14625599608;0;1;1;1;0;0
P14923564572P35222574582;0;0;1;0;1;1
P14923594602;0;0;1;1;1;0
P150901831;0;1;0;1;0;1
P150907279;1;0;1;0;0;1
P15311500512;0;1;1;1;0;0
P15880267279;1;1;0;0;0;1
P1592419631972;0;0;1;1;0;1
P15924647659;1;1;1;0;0;0
P159541729;1;1;1;0;0;0
P161122340;0;0;1;1;1;0
P1614411191141;1;1;0;0;0;1
P162192546;1;1;1;0;0;0
P16284718727;1;0;0;1;0;1
P16989134169P16989134169P16989134169;0;0;1;1;1;0
P16989268283;1;1;1;0;0;0
P16989338372P16989338372P16989338372;0;1;1;0;0;1
P16989354372;1;0;1;0;0;1
P17612329337;1;1;0;0;1;0
P17661305315;1;1;0;0;0;1
P1766179105P1766179105P1766179105;1;1;0;0;0;1
P17980261269;0;1;1;0;0;1
P18124170177;0;1;0;1;0;1
P18206451460;1;1;0;1;0;0
P19338576597P19338576597;0;0;1;1;0;1
P19652146170;0;1;0;1;0;1
P19652161170;1;1;1;0;0;0
P19827400413;1;0;1;0;0;1
P202902035;0;0;0;1;1;1
P206746071;0;0;1;1;0;1
P20700304315;0;1;1;0;0;1
P20810287301P20810287301;0;1;0;1;0;1
P2093014431465;0;1;1;1;0;0
P2093020922114;1;1;0;0;0;1
P209302741276230653086;1;0;1;1;0;0
P209302872288231963206;1;1;1;0;0;0
P2093039523965;0;0;1;0;1;1
P21281387400P21281387400;1;1;0;0;0;1
P2133314841515P2133314841515P2133314841515;0;1;0;1;0;1
P2133316191633;1;0;1;0;0;1
P21333471484;0;1;0;1;0;1
P21333750760;1;0;1;0;0;1
P21810232251;0;1;1;0;0;1
P21810236251;0;1;1;1;0;0
P21964218234;1;1;0;0;0;1
P22087280304P22087280304;0;1;0;1;0;1
P2210512891323P2210512891323;0;1;1;1;0;0
P2210533833395;0;1;0;1;0;1
P2210535913621P2210535913621;0;1;0;1;0;1
P2210536623672;0;1;0;1;0;1
P2210541314146;0;1;0;1;0;1
P22105951967;0;1;1;1;0;0
P22314163174;1;0;1;0;0;1
P22314516537P22314516537;1;0;1;1;0;0
P22570456468;1;0;0;1;0;1
P22626331350;1;1;0;1;0;0
P23946200221P23946200221;1;1;0;0;0;1
P239464657;0;1;0;1;0;1
P24593165176;0;0;0;1;1;1
P24593177184;1;0;0;0;1;1
P245938497;1;0;1;1;0;0
P2482110201033P2482110201033;1;0;1;0;0;1
P2482117191731;0;1;0;0;1;1
P24821770784P24821770784;1;0;1;1;0;0
P25311204214P25311204214;1;0;0;0;1;1
P25311229241;0;1;1;0;0;1
P25705312322;0;1;0;1;0;1
P25786225242;0;1;0;1;0;1
P27695137156;0;0;1;0;1;1
P28799539547;1;1;0;0;0;1
P29401276302P29401276302;0;1;1;0;0;1
P30041166174;1;1;1;0;0;0
P30085186196;0;1;0;1;0;1
P30533247256;1;1;0;0;0;1
P31040265282;0;1;0;1;0;1
P31146229241;0;1;1;0;0;1
P311536874;0;1;0;0;1;1
P319432129;0;0;1;1;0;1
P31947231248;0;1;0;0;1;1
P323227689;1;0;0;0;1;1
P32926938964P32926938964;0;1;1;0;0;1
P32969623;0;1;0;1;0;1
P332416691;1;0;0;1;0;1
P35222698710;1;1;0;1;0;0
P35241284293P26038284293P15311284293;0;1;0;1;0;1
P35527496513;0;1;0;1;0;1
P35527580619P35527580619;0;1;0;1;0;1
P35527580622P35527580622;0;1;0;1;0;1
P3557911451162;0;1;0;1;0;1
P3557918201830;0;1;0;1;0;1
P3558015491564P3574915491564P3557915421557;0;1;0;1;0;1
P35749156163;0;1;1;0;1;0
P3574917421758;0;1;0;0;1;1
P3574917701777;1;0;0;0;1;1
P35749615624;0;1;0;1;0;1
P35749903910;1;0;0;1;0;1
P35998275284;1;0;1;0;0;1
P368711323;0;1;0;0;1;1
P36955155167;0;1;0;1;0;1
P369559099;0;1;0;0;1;1
P371084359P371084359;1;1;0;0;0;1
P3783792102;0;1;0;1;0;1
P37840126140;1;1;0;1;0;0
P38159233239Q96E39233239;1;0;0;0;1;1
P386066881;0;1;1;0;0;1
P41219307316;1;1;0;0;0;1
P41222133144;0;1;0;1;0;1
P42167352364;0;1;0;0;1;1
P427046077;0;0;1;1;0;1
P43121333347;1;1;1;0;0;0
P43308113137;0;1;0;0;1;1
P43405353367;1;1;0;0;0;1
P459855975;1;0;0;0;1;1
P46108142160;0;1;0;1;0;1
P4682114061423;0;1;0;0;1;1
P4682121112140;0;1;0;1;0;1
P46926135156;0;1;1;1;0;0
P46937136161;0;1;0;1;0;1
P4694011151130;1;1;0;0;0;1
P47895399406;0;0;1;0;1;1
P480472440;1;1;0;0;0;1
P48426275285;0;1;1;1;0;0
P4855665104P4855665104;0;1;1;0;1;0
P4932711061117;1;0;1;1;0;0
P4932788101;0;1;1;0;0;1
P49747728738P49747728738;0;1;0;1;0;1
P49748215229;0;1;0;1;0;1
P497652033;1;0;0;1;1;0
P498624963;0;1;0;1;0;1
P50402517;0;1;0;1;0;1
P504026068;0;1;0;0;1;1
P50454367373;0;0;0;1;1;1
P50552329346;1;0;0;0;1;1
P505527383;0;1;1;0;0;1
P51884202227;1;0;1;0;0;1
P51888218234P51888218234P51888218234;1;1;0;1;0;0
P51991130143P51991130143;1;1;0;0;0;1
P51991355376P51991355376;1;0;1;1;0;0
P51991361376;0;0;1;0;1;1
P522721949P522721949;1;1;0;0;0;1
P52272635650;0;0;1;1;0;1
P52272700707;0;1;1;1;0;0
P528955666Q048285666P423305666P175165666;0;1;0;1;1;0
P530047385;0;1;1;0;1;0
P53814409417;1;1;0;0;1;0
P54727225233;0;0;1;0;1;1
P55010196213;0;1;0;1;0;1
P55072345358P55072345358;1;1;0;0;0;1
P55072568586P55072568586;0;1;1;1;0;0
P55265346360P55265346360;0;1;0;1;0;1
P5526813131323;0;1;1;0;0;1
P55290232246;0;1;0;1;1;0
P55290301319;0;1;1;1;0;0
P557864653;1;0;1;0;0;1
P55884769775;0;1;1;0;0;1
P60709222254P63261222254;0;1;1;0;0;1
P61019117126;0;1;1;0;0;1
P61313134143;1;0;1;0;0;1
P613537884;0;0;0;1;1;1
P61626104116;0;1;0;1;0;1
P6162696116P6162696116;1;0;0;1;0;1
P61981234247;1;0;1;0;0;1
P62241114123;0;1;0;1;0;1
P62701182191;1;1;0;1;0;0
P627531322P627531322;1;0;1;0;0;1
P628991523P628991523;1;0;0;1;0;1
P62906108122;0;1;1;0;0;1
P62995166178;1;1;0;0;0;1
P630008394;0;1;1;0;0;1
P63104150167P31946152169;1;1;0;0;0;1
P632417486;0;1;1;0;0;1
P63244141155;0;1;1;0;0;1
P633132140P633132140;0;1;0;1;0;1
P67809305324;1;1;0;0;0;1
P679365965P0949395101P0795195101P0675396102;1;0;0;1;1;0
P683666879;0;1;0;0;1;1
P7855911011123;0;1;1;1;0;0
P7855917301743;0;1;0;1;0;1
P7855925802591;1;0;0;1;0;1
P816052553;1;0;0;0;1;1
P83731919P83731919;1;1;0;0;0;1
P9816014221456P9816014221456P9816014221456;0;1;1;0;0;1
P98160178187;0;1;1;0;0;1
P9816026562666P9816026562666;1;0;1;0;0;1
Q000594359;0;1;0;1;0;1
Q00839337347;0;1;1;1;0;0
Q00839351360;0;1;1;0;0;1
Q0108214411460;1;0;0;1;0;1
Q0108215751584;0;1;0;1;0;1
Q011962645;1;0;0;1;0;1
Q01433142159;1;1;0;0;1;0
Q01844255268;0;0;0;1;1;1
Q01995116128;1;0;1;0;0;1
Q019953747;1;0;0;1;0;1
Q0238819641976;0;1;0;0;1;1
Q02388312324;0;1;0;1;0;1
Q0241310171036Q0241310171036;0;1;0;0;1;1
Q02413393422;0;0;1;1;0;1
Q02413462473;1;0;0;1;0;1
Q02413485491;0;1;0;1;0;1
Q0295210451071;1;1;0;1;0;0
Q031354354;0;1;1;0;1;0
Q03252320334;0;1;0;1;0;1
Q043236291;0;1;0;1;0;1
Q0570716221634;1;0;1;0;0;1
Q05707189196;1;1;0;0;0;1
Q05707242256;0;1;1;1;0;0
Q05707620641;1;0;1;0;0;1
Q070204450;0;1;1;0;0;1
Q076661831;1;1;1;0;0;0
Q08379939950;0;1;0;0;1;1
Q08431261268;0;1;0;1;0;1
Q084957180;0;1;1;0;0;1
Q08J23718737;0;1;0;1;1;0
Q09028915;0;1;1;0;0;1
Q09666109123;1;0;0;1;0;1
Q096662988300046184630;0;1;1;0;1;0
Q0966653565366;1;1;0;0;1;0
Q1315390105Q1317789104;0;1;0;0;1;1
Q13162149164P321197691;1;0;1;0;1;0
Q131623545;1;1;1;0;0;0
Q131631220;1;1;0;0;1;0
Q13283139159;0;1;0;1;0;1
Q133105767P119405767;1;1;0;0;0;1
Q1344295109;0;0;1;1;0;1
Q13492310322;0;1;1;0;0;1
Q13751755771Q13751755771;1;1;1;0;0;0
Q13753435457Q13753435457;0;1;0;0;1;1
Q13813103121;0;1;0;1;0;1
Q1381310741083;1;1;1;0;0;0
Q1381321042119;0;1;1;0;0;1
Q13813527547;0;1;0;1;0;1
Q13813618627;1;0;0;1;0;1
Q13813958984Q13813958984;1;1;1;0;0;0
Q13835478485;1;1;0;1;0;0
Q138355264;0;1;0;1;0;1
Q13885201213;0;1;1;1;0;0
Q138855262;0;1;0;1;0;1
Q138956483;1;1;0;0;0;1
Q14134137149Q14134137149;0;0;1;1;0;1
Q1415213681381Q1415213681381;0;1;1;0;0;1
Q14157266281;1;0;1;1;0;0
Q14195349361Q14195349361;1;0;0;0;1;1
Q14203522532;0;0;1;1;0;1
Q1420428742890;0;1;1;0;0;1
Q14247172189;1;0;1;1;0;0
Q1431512311241;1;1;0;1;0;0
Q1431517521762Q1431517521762;1;1;0;0;0;1
Q14532176182O76015184190P02533195201Q15323136142Q7Z3Y7170176P08727160166Q2M2I5225231P13645229235P05783159165P19012186192P13646185191Q04695164170P08779197203;0;1;1;0;1;0
Q14574551557;0;0;0;1;1;1
Q14574611621;0;0;1;0;1;1
Q14624468483;1;1;0;1;0;0
Q14624846853;0;1;1;1;0;0
Q14847145153;1;1;1;0;0;0
Q14847173197;0;0;1;1;0;1
Q14980959972;0;0;1;1;0;1
Q15019238254Q15019238254;0;1;0;1;0;1
Q150195966;1;1;0;0;1;0
Q15063241251;0;0;1;1;1;0
Q15063385423;1;1;0;0;0;1
Q15063404423Q15063404423;0;1;1;1;0;0
Q15063445458;0;0;1;1;0;1
Q15063739750;1;0;0;0;1;1
Q1506399115;0;1;0;1;0;1
Q1507512821292;1;1;0;1;0;0
Q15120918;0;1;1;0;0;1
Q1514916391646;0;0;1;1;1;0
Q1514916991709;1;0;1;0;1;0
Q1514917231731;0;1;0;1;0;1
Q1514918361845;0;0;1;1;1;0
Q1514925682575;0;1;0;1;0;1
Q15181170177;0;1;0;1;1;0
Q15417209225;0;1;1;0;1;0
Q15417301318;0;1;0;1;1;0
Q15417309318;0;1;0;1;0;1
Q154597395;0;0;1;1;1;0
Q15582276295;0;1;0;0;1;1
Q15582451464;1;1;1;0;0;0
Q15582541548;0;1;0;1;0;1
Q156518599;1;1;0;1;0;0
Q15691131150Q15691131150;0;0;1;1;0;1
Q15691154168;0;0;1;1;0;1
Q15691248268;1;0;1;0;1;0
Q15746932943Q15746932943Q15746932943;1;1;0;0;0;1
Q157731724;0;0;0;1;1;1
Q1581110861104;0;0;1;1;0;1
Q15942110138;0;1;0;1;0;1
Q15942296320;1;0;1;0;0;1
Q15942329343;1;1;0;1;0;0
Q161817286;0;1;0;0;1;1
Q1636312551264;0;1;0;1;0;1
Q163632844;0;0;1;1;0;1
Q16543247262;1;1;1;0;0;0
Q16836145162;0;0;0;1;1;1
Q16851279287;0;1;0;1;0;1
Q16851410422;0;1;1;0;0;1
Q4KMQ23846;1;1;1;0;0;0
Q4L180311321;1;0;0;1;0;1
Q5D862119130;1;0;1;0;0;1
Q5D86212171235;0;0;1;1;1;0
Q5D862243257;1;0;0;0;1;1
Q5D862527537602612677687754764829839;1;1;0;1;0;0
Q5JTV86878;1;1;0;0;0;1
Q5T749284299;0;1;0;1;0;1
Q5TBB1196210;1;1;1;0;0;0
Q63ZY3460480Q63ZY3460480;0;0;0;1;1;1
Q6KB66126138;0;0;1;1;0;1
Q6NUI2760769;0;1;1;1;0;0
Q6NUJ1380401;0;0;1;1;0;1
Q6NYC8163170;1;1;0;1;0;0
Q6NZI25678;0;1;1;0;0;1
Q6NZI25978;0;1;0;1;0;1
Q6P1L83137;1;1;0;0;0;1
Q6UWP8137169;0;0;1;1;0;1
Q6UWP8170187188205;1;0;1;0;1;0
Q6WCQ1560583Q6WCQ1560583;0;1;0;1;0;1
Q6YHK3679687;0;1;1;0;0;1
Q6ZP8213501361;1;1;0;0;0;1
Q6ZVM7201223;0;1;0;0;1;1
Q71U36344373Q9BQE3344373P68366344373Q71U36344373Q9BQE3344373P68366344373;0;1;1;1;0;0
Q71UI95581P0C0S55581Q71UI95581P0C0S55581Q71UI95581P0C0S55581Q71UI95581P0C0S55581;0;0;1;1;0;1
Q7KZF4245255Q7KZF4245255;0;1;1;1;0;0
Q7KZF4662678;1;1;1;0;0;0
Q7L576378388;0;0;0;1;1;1
Q7Z434372384;1;0;1;1;0;0
Q7Z794150159;1;0;1;0;0;1
Q7Z7G0229245;1;0;1;1;0;0
Q86U426278;0;0;1;0;1;1
