;One;Two;Three;Four;Five;Six
Q9GZX5;0;0;1;0;0;0
Q9GZY8;0;1;0;0;0;1
Q9GZZ1;1;1;1;1;0;1
Q9GZZ9;1;1;0;0;0;0
Q9H000;0;0;0;0;0;1
Q9H008;1;1;1;0;1;0
Q9H082;0;0;1;0;0;0
Q9H094;0;0;0;1;0;0
Q9H098;1;1;0;0;0;1
Q9H0C8;0;1;0;0;0;0
Q9H0D6;1;1;0;0;1;1
Q9H0E2;1;1;1;1;1;1
Q9H0M0;0;1;0;0;0;0
Q9H0P0;0;1;0;1;0;0
Q9H0R4;0;1;1;0;0;0
Q9H0R8;1;1;1;1;1;1
Q9H0U6;0;1;1;1;1;1
Q9H0W9;0;1;0;1;0;1
Q9H147;0;1;0;0;0;1
Q9H190;1;0;1;0;0;0
Q9H1E3;1;1;1;1;1;1
Q9H1H9;1;1;1;0;1;0
Q9H1K0;0;1;0;0;0;1
Q9H1Y3;0;0;0;0;1;0
Q9H1Z4;0;0;0;0;0;1
Q9H223;1;1;1;1;1;1
Q9H246;1;0;1;0;0;0
Q9H251;0;1;0;0;0;0
Q9H267;0;0;1;1;0;1
Q9H299;1;1;1;1;1;1
Q9H2C0;1;1;1;0;0;1
Q9H2D6;1;1;1;0;0;1
Q9H2G2;1;1;1;1;0;1
Q9H2J4;0;0;1;0;0;0
Q9H2K8;1;0;0;0;0;0
Q9H2M9;0;0;0;0;1;0
Q9H2S5;1;1;1;1;0;1
Q9H2S9;1;0;0;0;0;0
Q9H2U2;1;1;1;1;1;1
Q9H2W6;1;1;1;0;0;1
Q9H307;1;1;1;0;0;1
Q9H361;0;0;1;0;0;0
Q9H3D4;0;1;1;1;0;1
Q9H3F6;0;0;0;1;1;0
Q9H3G5;1;1;0;1;1;0
Q9H3H3;1;0;1;0;1;1
Q9H3K6;1;1;1;1;1;1
Q9H3N1;0;1;1;0;0;1
Q9H3P2;1;1;1;0;0;0
Q9H3P7;1;1;1;1;1;1
Q9H3Q1;1;1;0;1;1;1
Q9H3S7;1;1;0;0;0;1
Q9H3U1;1;1;1;1;1;1
Q9H3U5;0;0;1;1;0;0
Q9H3U7;0;0;0;1;1;1
Q9H3Y8;1;0;1;0;1;1
Q9H3Z4;0;0;0;0;1;0
Q9H425;1;1;1;1;1;1
Q9H444;1;0;0;0;1;1
Q9H492;1;1;0;1;1;1
Q9H4A4;1;0;0;0;0;1
Q9H4B7;1;0;0;0;0;0
Q9H4E7;0;0;0;1;0;0
Q9H4G0;0;0;0;1;1;0
Q9H4G4;1;1;1;1;1;1
Q9H4M9;1;1;1;1;1;1
Q9H5I5;1;0;0;0;0;0
Q9H5V8;1;0;0;0;0;1
Q9H6A9;0;0;0;0;1;0
Q9H6S3;1;1;1;0;0;1
Q9H6Z4;1;1;1;0;1;1
Q9H7C9;0;1;1;1;0;1
Q9H7E9;0;1;0;0;0;0
Q9H7P6;1;0;0;0;0;0
Q9H7P9;0;0;0;0;0;1
Q9H832;0;0;1;0;0;0
Q9H845;1;0;0;0;0;0
Q9H853;0;1;0;1;0;0
Q9H8L6;0;1;1;1;1;1
Q9H8W4;1;1;1;1;1;1
Q9H910;1;1;1;1;1;1
Q9H936;0;0;1;0;0;1
Q9H939;0;0;1;0;0;1
Q9H993;0;0;1;0;0;0
Q9H9B4;1;1;1;1;0;1
Q9H9G7;0;1;0;0;0;0
Q9H9H4;0;0;0;0;0;1
Q9HA64;1;1;1;0;1;0
Q9HA65;0;0;1;0;0;0
Q9HAB8;1;1;1;1;0;1
Q9HAF1;0;0;1;0;0;1
Q9HAI6;0;0;0;0;0;1
Q9HAT2;0;0;0;0;1;1
Q9HAU0;0;1;0;0;0;0
Q9HAV0;1;1;1;1;1;1
Q9HB07;1;1;1;0;0;1
Q9HB09;0;0;0;0;0;1
Q9HB40;0;1;0;1;1;1
Q9HB55;0;0;1;0;0;0
Q9HB71;0;1;1;1;0;1
Q9HBL0;1;1;1;1;1;1
Q9HBY8;1;0;0;0;0;0
Q9HC07;0;1;0;1;0;1
Q9HC35;1;1;1;1;0;1
Q9HC38;1;1;1;1;1;1
Q9HCB6;1;1;1;1;1;1
Q9HCC9;1;0;1;1;0;0
Q9HCE1;0;0;1;0;0;0
Q9HCF6;0;1;0;0;0;0
Q9HCJ3;0;0;0;0;1;1
Q9HCN6;1;0;1;0;0;0
Q9HCU0;1;1;1;1;0;1
Q9HCY8;1;1;1;1;1;1
Q9HD26;0;0;0;0;0;1
Q9HD42;0;1;1;0;0;0
Q9HDC9;1;0;0;0;0;1
Q9NNW7;0;0;0;1;0;0
Q9NNX1;1;1;1;1;1;1
Q9NP61;0;0;1;0;0;1
Q9NP74;1;1;1;1;1;1
Q9NP79;1;1;1;0;0;1
Q9NP81;1;1;0;0;0;0
Q9NP97;1;0;0;0;0;0
Q9NPA0;1;1;0;1;1;1
Q9NPA8;1;1;0;1;0;0
Q9NPD3;0;1;0;0;1;1
Q9NPE3;0;0;1;1;0;1
Q9NPJ3;1;1;0;0;1;0
Q9NPJ6;0;1;0;0;0;0
Q9NPL8;1;1;0;0;0;1
Q9NQ29;0;0;0;0;1;0
Q9NQ32;1;0;0;0;0;0
Q9NQ38;1;1;1;1;1;1
Q9NQ48;1;0;0;0;0;1
Q9NQ79;0;1;0;1;1;0
Q9NQ86;0;0;1;1;1;0
Q9NQ92;1;0;1;1;0;1
Q9NQC3;1;1;1;1;1;1
Q9NQC7;0;0;0;0;0;1
Q9NQG5;1;1;1;0;0;1
Q9NQP4;0;0;0;1;0;0
Q9NQR4;1;1;1;1;0;1
Q9NQR7;1;0;0;0;0;1
Q9NQT4;1;1;0;0;0;0
Q9NQT5;1;0;0;1;1;1
Q9NQT6;1;0;1;0;0;0
Q9NQW5;0;1;0;0;0;0
Q9NQW7;0;0;1;0;0;0
Q9NQX3;0;0;0;0;0;1
Q9NR12;1;1;1;1;1;1
Q9NR19;0;0;0;0;0;1
Q9NR28;1;1;1;1;1;1
Q9NR30;0;0;0;0;0;1
Q9NR31;0;1;1;0;0;1
Q9NR46;1;1;1;1;1;1
Q9NR48;0;0;0;0;0;1
Q9NR56;1;1;1;0;1;1
Q9NR96;1;0;0;0;0;1
Q9NR99;1;0;0;0;0;0
Q9NRF8;0;0;0;0;0;1
Q9NRF9;0;1;1;1;0;1
Q9NRG0;1;1;1;1;1;1
Q9NRG9;0;1;1;0;0;1
Q9NRH1;1;0;1;0;0;0
Q9NRN5;1;1;1;1;1;1
Q9NRP2;0;1;0;1;0;0
Q9NRV9;1;1;1;1;1;1
Q9NRW7;0;0;0;0;1;0
Q9NRX3;0;1;0;0;0;1
Q9NRX4;1;1;1;1;1;1
Q9NRY2;1;1;0;1;1;0
Q9NS69;0;1;0;0;0;0
Q9NS93;0;0;1;0;0;0
Q9NSA3;0;1;1;1;1;1
Q9NSB2;0;0;0;1;1;0
Q9NSB4;1;1;1;1;1;1
Q9NSC5;0;0;0;0;0;1
Q9NSD9;1;1;1;1;1;1
Q9NSE4;1;0;1;1;0;0
Q9NSY2;1;0;1;1;0;0
Q9NT62;0;1;1;0;0;1
Q9NTI2;0;1;1;1;1;0
Q9NTI5;0;1;0;1;1;0
Q9NTJ4;0;0;1;0;0;0
Q9NTK5;1;1;1;1;1;1
Q9NTX5;1;0;0;1;0;0
Q9NTZ6;1;0;0;1;0;1
Q9NU19;1;1;0;1;0;1
Q9NU22;0;0;1;0;0;0
Q9NUB1;0;0;1;0;0;1
Q9NUG6;0;0;0;0;0;1
Q9NUJ1;0;0;1;0;0;0
Q9NUL3;1;0;0;0;0;0
Q9NUL5;1;0;1;1;1;1
Q9NUP9;1;1;1;1;1;1
Q9NUQ6;0;1;0;0;0;0
Q9NUQ9;0;1;0;0;0;1
Q9NUV9;1;1;0;1;1;1
Q9NV70;1;1;1;0;1;1
Q9NVA2;1;1;1;1;1;1
Q9NVD7;1;1;1;1;1;1
Q9NVH2;0;0;0;1;1;0
Q9NVI7;0;1;1;1;1;1
Q9NVJ2;1;1;1;1;1;1
Q9NVM1;1;0;0;0;0;0
Q9NVP1;0;1;1;0;0;1
Q9NVS2;0;0;0;1;0;1
Q9NVS9;1;0;0;1;0;1
Q9NVT9;0;1;0;0;0;1
Q9NVV0;1;0;1;1;1;0
Q9NVV4;0;0;0;1;0;0
Q9NVZ3;1;1;1;1;1;1
Q9NW38;0;1;0;0;0;0
Q9NW64;0;1;1;1;0;1
Q9NW68;0;1;0;1;0;1
Q9NWB6;1;1;1;0;1;1
Q9NWH9;1;1;1;1;1;1
Q9NWS0;0;0;0;1;0;0
Q9NWT6;0;0;1;0;1;0
Q9NWU1;0;1;0;0;0;0
Q9NWU2;0;1;1;0;0;0
Q9NWV4;0;0;0;0;0;1
Q9NWV8;0;1;0;0;0;0
Q9NX20;0;1;0;0;0;0
Q9NX24;1;1;1;1;1;1
Q9NX40;1;1;1;1;1;1
Q9NX46;1;1;1;1;1;1
Q9NX55;0;1;1;0;0;1
Q9NX62;0;0;0;0;0;1
Q9NX63;1;1;1;1;1;1
Q9NXG2;1;0;1;1;1;1
Q9NXR7;0;0;0;0;0;1
Q9NXV6;1;1;0;1;1;1
Q9NXW2;1;1;0;0;0;0
Q9NXW9;0;1;0;1;1;1
Q9NY15;0;1;0;0;0;0
Q9NY33;1;1;0;1;0;1
Q9NY57;0;1;0;0;0;0
Q9NY91;0;0;0;1;0;0
Q9NYB0;0;1;1;1;0;0
Q9NYC9;0;0;0;1;0;0
Q9NYF8;1;1;1;1;0;0
Q9NYJ1;1;1;0;0;0;1
Q9NYL4;1;1;0;0;0;1
Q9NYL9;0;1;1;1;0;1
Q9NYQ6;0;0;0;0;1;0
Q9NYU2;0;1;1;0;1;1
Q9NZ01;1;1;1;0;1;1
Q9NZ08;1;0;0;0;0;0
Q9NZ32;1;0;1;0;0;0
Q9NZ45;0;1;0;1;0;0
Q9NZ52;1;0;1;0;0;0
Q9NZ63;0;0;0;0;1;0
Q9NZB2;0;1;0;0;0;1
Q9NZD4;1;1;1;1;1;1
Q9NZD8;1;1;1;1;0;1
Q9NZH8;0;1;0;1;0;0
Q9NZJ9;0;1;0;0;0;0
Q9NZL9;1;1;1;1;1;1
Q9NZM1;1;1;1;1;1;1
Q9NZM4;0;0;1;0;0;0
Q9NZN4;1;1;1;1;1;1
Q9NZR1;1;0;0;0;0;1
Q9NZT1;1;1;1;1;1;1
Q9NZT2;0;1;0;0;0;0
Q9NZU5;1;1;0;1;0;0
Q9NZY2;0;0;0;1;0;0
Q9NZZ3;1;1;1;1;1;1
Q9P013;0;1;0;1;0;1
Q9P015;0;1;0;1;1;1
Q9P0G3;0;1;1;0;0;1
Q9P0J0;1;1;1;1;1;1
Q9P0L0;1;1;1;1;0;1
Q9P0M6;0;0;0;1;0;0
Q9P0S3;0;0;0;0;0;1
Q9P0V9;1;1;0;1;1;1
Q9P0X4;1;0;1;1;0;0
Q9P1F3;0;1;1;1;1;1
Q9P1T7;0;0;0;1;0;0
Q9P206;0;1;0;0;0;0
Q9P253;0;0;1;1;0;0
Q9P258;1;1;1;1;1;1
Q9P270;1;1;0;0;1;1
Q9P299;1;0;0;0;1;1
Q9P2A4;0;0;1;0;0;0
Q9P2B2;1;1;0;1;1;1
Q9P2D3;1;0;0;0;0;0
Q9P2E2;0;0;1;0;0;0
Q9P2E3;0;1;0;0;0;0
Q9P2E9;1;1;1;1;1;1
Q9P2I0;0;1;0;0;0;0
Q9P2J5;1;1;0;0;0;1
Q9P2K6;0;0;0;0;0;1
Q9P2P1;0;0;0;0;1;0
Q9P2R3;0;0;0;0;0;1
Q9P2R7;1;1;0;1;0;1
Q9P2T1;1;1;0;1;0;1
Q9P2X3;0;0;1;0;0;0
Q9TQE0;0;0;0;0;0;1
Q9UBB5;0;0;0;0;0;1
Q9UBC2;0;1;0;0;0;0
Q9UBC5;0;1;1;1;0;0
Q9UBD6;0;0;0;0;0;1
Q9UBE0;1;1;1;1;1;1
Q9UBG0;0;1;0;1;1;1
Q9UBI1;0;1;1;1;0;0
Q9UBI6;1;1;1;1;1;1
Q9UBM4;1;0;0;0;0;0
Q9UBM7;0;1;1;1;0;1
Q9UBQ0;1;0;0;0;0;0
Q9UBQ5;1;1;1;1;0;1
Q9UBQ7;1;1;1;1;1;1
Q9UBR2;1;1;1;1;1;1
Q9UBS4;1;1;1;1;1;1
Q9UBT2;0;1;1;1;1;1
Q9UBU9;1;1;1;1;1;1
Q9UBV2;0;1;0;0;0;0
Q9UBV8;0;0;1;1;0;1
Q9UBW8;1;0;1;1;0;1
Q9UBX5;1;1;1;1;1;1
Q9UD71;0;0;0;0;0;1
Q9UDY2;0;0;0;1;0;1
Q9UDY4;1;0;0;0;0;0
Q9UEE9;1;0;1;1;0;0
Q9UEU0;1;0;1;1;0;0
Q9UEW3;0;0;0;1;0;1
Q9UEW8;0;0;0;0;0;1
Q9UEY8;1;1;1;1;1;1
Q9UFN0;1;1;1;1;1;1
Q9UG22;0;0;1;0;0;0
Q9UG63;0;0;0;1;1;1
Q9UGI8;1;1;1;1;1;1
Q9UGM5;1;0;1;0;0;0
Q9UGT4;1;0;0;0;0;0
Q9UH03;0;0;0;0;0;1
Q9UH65;0;1;0;1;0;0
Q9UH73;0;1;0;0;1;0
Q9UH99;1;1;0;1;0;1
Q9UHA4;0;1;0;0;0;1
Q9UHB6;1;1;1;1;1;1
Q9UHB9;1;1;1;1;1;1
Q9UHD8;1;1;1;1;1;1
Q9UHD9;0;1;1;1;1;1
Q9UHG3;0;0;1;1;0;1
Q9UHJ6;0;0;1;0;0;0
Q9UHL4;0;1;1;1;1;1
Q9UHQ9;1;1;1;1;1;1
Q9UHV9;1;1;1;1;0;1
Q9UHX1;1;1;0;1;1;1
Q9UHX3;1;1;0;0;0;1
Q9UI08;1;1;1;0;1;1
Q9UI09;1;1;1;1;1;1
Q9UI10;0;0;0;1;0;1
Q9UI12;0;1;1;0;1;0
Q9UI26;0;0;1;0;0;0
Q9UI42;0;0;0;1;0;0
Q9UID3;0;0;0;0;0;1
Q9UII2;1;1;1;1;1;1
Q9UIJ7;1;1;1;1;1;1
Q9UIL1;1;1;0;1;1;1
Q9UIQ6;0;0;1;0;0;0
Q9UIS9;0;1;0;1;0;1
Q9UIV8;0;1;1;1;1;1
Q9UJ70;1;1;1;1;1;1
Q9UJ72;1;0;0;0;0;0
Q9UJA5;0;0;1;1;1;1
Q9UJC3;0;0;1;1;0;1
Q9UJS0;0;0;1;0;0;0
Q9UJU6;1;1;1;1;1;1
Q9UJW0;1;0;0;0;1;1
Q9UJX3;1;1;1;0;0;1
Q9UJY1;1;1;1;1;1;1
Q9UJY5;0;1;0;0;0;1
Q9UJZ1;0;1;0;1;1;1
Q9UK41;0;0;1;0;0;0
Q9UK45;1;1;1;1;1;1
Q9UK55;0;1;0;0;0;0
Q9UK59;1;0;0;1;1;1
Q9UK76;1;1;0;1;1;1
Q9UK97;0;0;0;0;0;1
Q9UKF6;0;1;1;1;0;1
Q9UKG1;1;1;1;1;1;1
Q9UKK3;0;0;0;0;0;1
Q9UKK9;1;1;1;1;1;1
Q9UKM9;1;1;1;1;1;1
Q9UKS6;1;1;0;1;1;0
Q9UKT9;0;1;0;1;0;1
Q9UKU7;0;0;0;0;0;1
Q9UKU9;1;1;1;1;1;1
Q9UKV3;1;1;1;1;1;1
Q9UKX3;0;0;1;0;0;0
Q9UKX5;1;0;0;0;0;0
Q9UKY7;1;1;1;1;1;1
Q9UL15;1;1;1;1;1;1
Q9UL16;0;0;0;1;0;0
Q9UL25;1;1;1;1;1;1
Q9UL46;1;1;1;1;0;1
Q9ULA0;1;1;1;1;1;1
Q9ULC4;0;1;0;0;0;0
Q9ULH7;0;0;0;0;0;1
Q9ULJ7;0;0;1;0;0;0
Q9ULP0;0;1;1;1;0;1
Q9ULR0;1;1;0;0;0;0
Q9ULV4;1;1;1;1;1;1
Q9ULV8;0;0;0;1;0;1
Q9ULZ3;0;1;1;0;1;1
Q9UM54;0;1;1;0;1;1
Q9UMD9;1;1;1;1;1;1
Q9UMR2;1;1;1;1;1;1
Q9UMS4;1;1;1;1;1;1
Q9UMS6;1;1;1;1;1;1
Q9UMX0;1;1;0;1;1;0
Q9UMX5;0;1;0;1;1;1
Q9UMY4;1;1;1;1;1;1
Q9UN36;1;0;0;1;0;1
Q9UN37;0;0;1;0;0;0
Q9UN70;0;1;1;1;1;0
Q9UN86;1;1;1;1;1;1
Q9UNE7;1;1;1;1;1;1
Q9UNF0;1;1;1;1;0;1
Q9UNF1;0;1;1;1;1;0
Q9UNH7;1;1;1;1;1;1
Q9UNL2;0;1;0;0;0;0
Q9UNM6;1;1;1;0;1;1
Q9UNN5;1;0;0;0;0;0
Q9UNN8;1;1;1;0;0;1
Q9UNS1;0;0;0;0;0;1
Q9UNS2;0;0;0;0;0;1
Q9UNZ2;1;1;1;1;1;1
Q9UP83;0;1;1;1;0;1
Q9UPN3;1;1;1;1;1;1
Q9UPQ0;0;0;0;1;0;0
Q9UPT5;0;0;0;0;0;1
Q9UPW5;1;0;0;0;0;0
Q9UPY8;1;1;1;1;1;1
Q9UQ05;1;0;0;0;0;0
Q9UQ16;0;1;0;0;0;0
Q9UQ35;1;1;1;1;1;1
Q9UQ80;1;1;1;1;1;1
Q9UQB8;0;1;1;0;0;0
Q9UQC9;0;0;0;0;0;1
Q9UQE7;1;1;1;1;0;1
Q9UQM7;1;0;0;0;0;0
Q9UQN3;0;0;0;0;0;1
Q9UQP3;0;0;0;0;0;1
Q9Y224;1;1;1;1;1;1
Q9Y230;1;1;1;1;1;1
Q9Y232;1;1;0;0;0;0
Q9Y237;0;1;1;1;1;1
Q9Y241;1;1;1;1;1;1
Q9Y259;0;0;1;0;0;0
Q9Y262;1;1;1;1;1;1
Q9Y265;1;1;0;1;1;1
Q9Y266;1;1;0;0;0;1
Q9Y281;1;1;1;0;0;1
Q9Y285;1;1;1;1;1;1
Q9Y291;0;0;0;1;0;1
Q9Y295;0;1;1;1;0;1
Q9Y2A7;1;0;0;0;0;0
Q9Y2B0;1;1;1;1;1;1
Q9Y2D0;0;1;0;0;0;1
Q9Y2D4;1;1;1;1;1;1
Q9Y2D5;1;1;1;1;1;1
Q9Y2E4;0;1;1;1;1;0
Q9Y2E5;0;0;0;0;0;1
Q9Y2F9;1;0;1;1;0;0
Q9Y2G0;0;1;0;0;0;0
Q9Y2G5;0;0;0;0;0;1
Q9Y2H1;0;1;0;0;0;0
Q9Y2J2;1;1;0;0;1;1
Q9Y2K6;0;0;0;0;0;1
Q9Y2L9;1;0;0;0;0;0
Q9Y2Q3;0;1;1;1;0;0
Q9Y2Q5;0;0;1;1;1;1
Q9Y2Q9;1;1;1;1;1;1
Q9Y2R0;1;1;1;1;1;1
Q9Y2R4;0;0;1;0;1;0
Q9Y2S0;0;1;1;1;1;1
Q9Y2S2;1;1;1;1;1;1
Q9Y2T2;0;0;0;0;1;0
Q9Y2T3;0;0;0;1;0;1
Q9Y2U8;1;1;0;1;1;1
Q9Y2V2;1;1;1;1;1;1
Q9Y2W1;1;1;1;1;1;1
Q9Y2W2;1;1;0;1;0;1
Q9Y2X3;0;1;0;0;1;1
Q9Y2Z0;1;0;1;0;0;1
Q9Y305;1;1;1;1;1;1
Q9Y315;0;0;0;0;0;1
Q9Y316;1;0;0;0;0;1
Q9Y333;1;0;1;1;1;1
Q9Y337;1;1;1;1;1;1
Q9Y365;1;1;1;1;1;1
Q9Y371;1;1;1;1;1;1
Q9Y383;1;1;1;1;0;1
Q9Y3A3;1;1;1;1;1;1
Q9Y3A5;1;1;1;0;0;1
Q9Y3B4;1;0;0;0;0;0
Q9Y3B8;1;1;1;1;1;1
Q9Y3C0;0;1;0;1;0;1
Q9Y3C1;1;1;0;1;1;1
Q9Y3C6;1;0;1;1;1;1
Q9Y3C7;0;0;0;0;0;1
Q9Y3C8;0;1;1;1;0;1
Q9Y3D0;0;0;0;1;1;0
Q9Y3D6;1;1;1;1;0;1
Q9Y3E1;1;1;0;0;1;1
Q9Y3E7;0;1;0;0;0;0
Q9Y3F4;1;1;0;0;0;1
Q9Y3I0;1;1;1;1;1;1
Q9Y3I1;1;0;0;0;0;0
Q9Y3L3;0;1;1;1;0;1
Q9Y3R4;0;0;1;1;0;0
Q9Y3T9;0;0;0;0;0;1
Q9Y3U8;1;1;1;1;1;1
Q9Y3X0;1;1;0;1;0;1
Q9Y3Y2;0;1;1;1;1;1
Q9Y3Z3;1;1;1;1;1;1
Q9Y446;1;1;1;1;1;1
Q9Y490;1;1;1;1;1;1
Q9Y4D1;0;1;0;0;0;0
Q9Y4E1;0;0;0;1;1;1
Q9Y4E8;1;1;1;1;1;1
Q9Y4F1;0;1;0;1;0;1
Q9Y4F3;1;0;0;0;0;0
Q9Y4G6;1;1;1;1;1;1
Q9Y4G8;0;0;0;0;1;0
Q9Y4K1;1;1;1;1;1;1
Q9Y4K3;1;0;0;0;0;0
Q9Y4K4;1;0;1;1;1;1
Q9Y4L1;1;1;1;1;0;1
Q9Y4P1;0;1;1;0;0;0
Q9Y4P8;0;1;0;1;1;1
Q9Y4W6;0;1;1;0;0;1
Q9Y4X5;0;0;0;1;0;0
Q9Y4Y9;1;1;1;1;0;1
Q9Y4Z0;1;1;1;1;1;1
Q9Y508;0;1;0;1;0;1
Q9Y520;1;0;1;1;0;1
Q9Y548;1;0;0;0;0;0
Q9Y570;1;1;1;1;0;1
Q9Y580;1;0;1;0;0;0
Q9Y5B0;1;0;0;0;0;0
Q9Y5B9;1;1;1;1;0;1
Q9Y5E9;0;0;1;0;0;0
Q9Y5G3;0;0;0;1;0;0
Q9Y5J9;0;1;1;1;1;1
Q9Y5K5;0;0;0;0;0;1
Q9Y5K6;1;0;1;1;1;1
Q9Y5K8;1;1;1;1;1;1
Q9Y5L4;1;0;0;0;0;1
Q9Y5P6;0;0;0;1;0;0
Q9Y5Q8;0;1;0;0;0;0
Q9Y5S9;1;1;1;1;1;1
Q9Y5W9;0;0;0;0;0;1
Q9Y5X1;1;1;1;1;1;1
Q9Y5X3;1;1;1;1;1;1
Q9Y5Y2;1;1;0;1;1;0
Q9Y5Y7;1;0;0;0;0;0
Q9Y5Z4;1;1;1;1;1;1
Q9Y606;0;0;0;0;0;1
Q9Y608;1;1;0;1;1;0
Q9Y613;0;1;0;0;0;1
Q9Y617;1;1;1;1;1;1
Q9Y624;0;0;1;1;0;1
Q9Y657;0;1;1;1;0;0
Q9Y664;0;0;0;0;0;1
Q9Y678;1;1;0;1;0;1
Q9Y680;0;0;0;1;1;1
Q9Y696;1;1;1;1;1;1
Q9Y697;0;1;1;0;0;0
Q9Y6C2;1;1;1;1;1;1
Q9Y6D9;1;0;0;0;0;0
Q9Y6E0;0;0;0;1;0;1
Q9Y6E2;1;1;1;1;0;1
Q9Y6F9;0;0;0;0;1;0
Q9Y6G3;0;1;1;1;0;1
Q9Y6G9;0;1;1;1;1;1
Q9Y6H1;0;1;0;0;0;0
Q9Y6I3;1;1;0;0;0;1
Q9Y6K5;1;0;1;1;0;1
Q9Y6K9;0;1;1;1;0;0
Q9Y6M7;0;0;0;1;1;0
Q9Y6M9;1;1;1;1;1;1
Q9Y6N5;1;1;1;1;1;1
Q9Y6Q5;0;0;0;0;0;1
Q9Y6R7;1;1;1;1;0;0
Q9Y6W3;0;0;1;1;0;0
Q9Y6W5;1;1;1;1;1;1
